name,ring,quadrant,isNew,description 
"Modern communication protocols (gRPC, Rsocket, etc..)",assess,techniques,FALSE,"<p> Communications between processes are generally implemented by passing messages with a synchronous request-response style or event-driven asynchronous styles. In the synchronous style of communication, the client process sends a request message to the server process over the network and waits for a response message. In asynchronous event-based messaging, processes communicate with asynchronous message passing through an intermediary known as an event broker. Depending on your business use case, you can select the communication pattern you want to implement: Rsocket, gRPC, GraphQL, AMQP </p>"
Database connection pool sizing,adopt,techniques,FALSE,"<p><b>Connection pool</b> or pool of connections is what is commonly known as the number of possible open connections that can be established from a backend service to a Database. It is a set of threads that have a more or less permanent connection to a database. <b>Connection Pool Sizing</b> is an important practice to carry out, since it allows objective estimation of the number of connections that can be established to a database, avoiding leaving too low default figures or discharges that threaten performance. You can see the complete guideline on<a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/9493/Connection-pool-sizing"">Connection Pool Sizing</a></p> "
End to end reactive/non-blocking flow,adopt,techniques,FALSE,"<p>Reactor and other reactive programming frameworks offer the possibility of developing non-blocking threads on top of the JVM. When we talk about a non-blocking stream, we mean an asynchronous stream that allows efficient management of demand (backpressure) and integrates directly with the functional APIs of Java 8. <br>One of the advantages of asynchronous streams is that they do not lock the system completely but allow parallel execution of asynchronous processes. This is made possible by the Reactive Streams specification, an initiative that provides a standard for non-blocking backpressure asynchronous stream processing. <br>Learn more <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/16136/Uso-de-Flujos-asíncronos-y-no-bloqueantes"">here�</a> </p>"
Declarative and functional approach,adopt,techniques,FALSE,"<p> Functional programming is more than a programming paradigm, that is, it is a way in which we can solve different problems, focusing on the What and not the How. The logic is expressed without describing flow controls; loops or conditionals</p>"
Domain centered structure,adopt,techniques,FALSE,"<p>With this practice we seek a different approach when thinking about the organization, an approach that seeks to find and define the different layers by business models rather than defining silos or pre-established layers in the organization. In turn, it is leveraged in the practice of (DDD)<a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/12436/Event-First-Domain-driven-Design-(DDD)"">Event-First Domain-driven Design</a>. Below you can learn more about: <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/12626/Domain-contexts-instead-of-Layered-Silos%E2%80%8B"">Domain-centric structure.</a></p> "
Design of APIs / Contracts defined,adopt,techniques,FALSE,"<p>The practice of <b>Design of internal APIs</b> seeks that the internal application APIs follow a standard to be designed and documented. For this, the creation of the API contract with Swagger is required, following OAS (OpenAPI Specification), which is a widely known and accepted format for designing and documenting REST APIs. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/10038/Práctica-Diseño-de-APIs-internas"">Practice Design of internal APIs</a></p> "
Functional patterns and abstractions (for reactive and non-reactive systems),adopt,techniques,FALSE,"<p>In the functional programming paradigm, functions are the basic building blocks, all values are immutable and the code is declarative, favoring the expressiveness of developments over declarations that are used in this type of language only to control the flow of programs, here we talk about pure functions, referential transparency and immutability. </p>"
Patterns and abstractions for reuse (Refactor),assess,techniques,FALSE,"<p>Patterns are considered: Currying, Closures, Tail recursion and Pattern Matching</p>"
List of code smells (clean code and Refactoring),adopt,techniques,FALSE,"<p>The <b>Listing of Code Smells</b> is achieved through static code analysis tools such as Sonar and Kiuwan; It is in these where you can see the list issued. This practice seeks that the code always contains the best practices, making it clean and encouraging the refactoring that comes to place, to achieve said clean code.</p>"
Maximum size of classes and functions,adopt,techniques,FALSE,"<p>The <b>Maximum Size of Classes and Functions​</b> is a clean coding practice that encourages the creation of classes and functions with clearly defined responsibilities, of clear scope, and that do not lead to excessive and unnecessarily long code in lines of code. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7406/Tamaño-Clases-y-Funciones"">Tamaño máximo de Clases y Funciones</a></p> "
Maximum Cyclomatic Complexity,adopt,techniques,FALSE,"<p>The <b>Maximum Cyclomatic Complexity</b> is a calculation that consists of determining how many variants in the execution flow exist in a program. The number that this analysis yields is the value of the Cyclomatic Complexity itself. The Maximum Cyclomatic Complexity recommended in Bancolombia is 7, and it can be extended, solidly arguing why, up to 10. Beyond that, it is not tolerable. SonarQube is the tool that is currently in charge of automatically controlling compliance with this practice. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7522/Complejidad-Ciclomática"">Maximum Cyclomatic Complexity.</a></p> "
SOLID Principles / Dependency Inversion / Dependency Injection,adopt,techniques,FALSE,"<p>The <b>SOLID principles</b> are one of the fundamental guidelines in modern Software Engineering. These seek that the software be designed and implemented with five basic principles: Single responsibility principle, Open/Close principle, Liskov substitution principle, Interface Segregation principle and Dependency Inversion principle. You can find out more about them at <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/8240/Principios-SOLID"">guideline on SOLID principles.</a></p> "
Constant code reviews,adopt,techniques,FALSE,"<p><b>Constant code reviews </b> is a practice that seeks to consolidate the code review culture leveraged on tools that streamline the process and encourage the use of controls in Control Systems tools of versions. Bancolombia has features in Azure DevOps to carry out this practice. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7894/Constant-Code-Reviews%E2%80%8B"">Constant code reviews​</a></p> "
Test driven development,trial,techniques,FALSE,"<b>Test-Driven Development (TDD)</b> is based on formalizing a piece of functionality as a test, implementing the functionality such that the test passes, and iterating the process. Test-Driven Development (TDD) is a technique for building software that guides software development by writing tests. It was developed by Kent Beck in the late 1990's as part of Extreme Programming. In essence you follow three simple steps repeatedly: Write a test for the next bit of functionality you want to add; Write the functional code until the test passes; and Refactor both new and old code to make it well structured. <br>Know more <a href=""https://martinfowler.com/bliki/TestDrivenDevelopment.html"">here</a> "
Architectural Fitness Functions,adopt,techniques,FALSE,"<p>The practice of <b>Fitness Functions</b> seeks the implementation of manual or automatic processes that help ensure that developments retain the most relevant non-functional characteristics. these can be owned by the development team or they can be owned by a more transversal component that watches over the different practices in the solutions. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/10910/Fitness-Functions"">Fitness Functions</a></p> "
Bounded context as microservices,adopt,techniques,FALSE,"<p>A Bounded Context is a conceptual boundary that materializes in a software artifact: the microservice. Finding them is an interdisciplinary and objective process through which conceptual and logical limits are identified that clearly show the grouping of common functionalities. It seeks to narrow down the total scope of an application somewhat, modeling the responsibilities of the components, through a rigorous process of identifying common functionalities that make it possible to establish a logical limit of responsibilities. See the guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/13194/Bounded-contexts-como-Microservicios?anchor=bounded-contexts-como-microservicios"">Bounded contexts as Microservices.</a></p> "
Domain contexts instead of Layered Silos,adopt,techniques,FALSE,"<p>With <b>Domain contexts instead of Layered Silos</b> we seek a different approach when thinking about the organization, an approach that seeks to find and define the different layers by business models rather than defining silos or pre-defined layers. established in the organization. <br>This practice is closely linked to the practice of Event First Domain Driven Design because this practice seeks to solidify the emphasis on events, how to define them , use them, model them, contextualize the implications and differences with a traditional model, leading us to event-oriented systems.<br> You can see below the guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/12436/Event-First-Domain-driven-Design-(DDD)"">Domain contexts instead of Layered Silos</a> </p>"
Message Orientation vs Synchronous Services Orientation,assess,techniques,FALSE,"<p>The comparison <b>Message Orientation vs Synchronous Service Orientation</b> seeks to elucidate the types of interaction that can occur between distributed systems, which is normally governed by two forms of communication: synchronous communications and asynchronous communications. These are represented in practice in two concepts that are very much in use today and almost in opposition: Message-driven services vs. Synchronic services. <br>Taking this into account when designing the application is key, as it will determine the consistency and robustness of our application. For this we are going to review conceptual considerations to take into account, not only in relation to implementation, but especially in the design section.<br> You can see below the guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/13192/Orientación-a-Mensajes-vs-Orientación-a-servicios-síncronos"">Message Orientation vs Synchronous Service Orientation</a> </p>"
Mapping of the DDD Strategic Design from the business architecture (Context Map),adopt,techniques,TRUE,"<p>DDD Strategic Design Mapping from business architecture (Context Map) focuses on understanding and identifying the different bounded contexts and their ubiquitous language, which are related to the problem being modeled and seeks to group and classify them in subdomains: core, support and generic. In addition, it aims to identify the types of relationships between the bounded contexts to understand the dynamics of the domain.<br> You can see below the guidance on: <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnolog%C3%ADa/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnolog%C3%ADa.wiki/12436/Event-First-Domain-driven-Design-(DDD)?anchor=**domain-driven-design-estrat%C3%A9gico**#**domain-driven-design-estrat%C3%A9gico**"">Mapping of the DDD Strategic Design from the business architecture (Context Map).</a> </p>"
Licence compliance,adopt,techniques,TRUE,"<p>The <b>License compliance</b> is of the utmost importance in open source and since Bancolombia has open source projects, it is necessary to clarify the matter. This practice seeks to make it completely clear what can and cannot be done with the open source software provided by us to developers external to Grupo Bancolombia. In addition, it aims to make clear the terms of use of the type of license under which a certain software component released as open source is.</p> You can see the guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7371/Licencias"">Licence Compliance.</a> "
Evaluation criteria for the use​ of Open source,adopt,techniques,FALSE,"<p><b>The Evaluation Criteria for the use of Open source</b> is a practice that gives important guidelines when considering the use of a library, framework or open source code is the license it has associated. Improperly choosing to use code under a specific license may have legal implications for the organization. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7371/Licencias"">Evaluation criteria for the use of Open source</a></p> "
Governance of the adequate contribution,trial,techniques,FALSE,"<p>The <b>Government of the adequate contribution</b> seeks to make it completely clear what can and cannot be done with the open source software provided by us to developers external to Grupo Bancolombia. In addition, it intends to make clear the terms of use of the type of license under which a certain software component released as open source is.<br> You can see below the guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7371/Licencias"">Evaluation criteria for the use of Open Source.</a> </p>"
NestJs,trial,language-and-frameworks,TRUE,"<p>Is a framework for building efficient, scalable Node.js server-side applications. It uses progressive JavaScript, is built with and fully supports TypeScript (yet still enables developers to code in pure JavaScript) and combines elements of OOP (Object Oriented Programming), FP (Functional Programming), and FRP (Functional Reactive Programming)</p> "
Code Style,adopt,techniques,TRUE,"<p>The practice of <b>Code Style </b> aims to provide a set of conventions that allow unifying the style used for coding, increasing the readability, maintainability and extensibility of the code. The style of the code is related to the appearance of the code, coding with a suitable style increases readability, helps to detect errors and decreases the amount of effort in studying the code when it needs to be refactored. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7750/Code-Style"">Code Style</a></p> "
Polly,trial,platforms,TRUE,"<p> Amazon Polly is a service that converts text into realistic speech, allowing you to create applications that speak and entirely new categories of products with this capability. You can find more information <a href='https://aws.amazon.com/es/polly/'>here�</a></p> "
Amazon EMR,trial,platforms,TRUE,"<p> Amazon EMR is the industry's leading cloud big data platform for processing large volumes of data using open source tools such as Apache Spark, Apache Hive, Apache HBase, Apache Flink, Apache Hudi, and Presto. you can find more information <a href='https://aws.amazon.com/es/emr/?whats-new-cards.sort-by=item.additionalFields.postDateTime&whats-new-cards.sort-order=desc'>here�</a></p> "
Junit,adopt,language-and-frameworks,TRUE,"<p>JUnit is a set of classes that allows the execution of Java classes in a controlled manner, in order to be able to evaluate if the operation of each of the methods of the class behaves as expected.</p>"
Pytest,assess,language-and-frameworks,TRUE,"<p>The <a href=https://docs.pytest.org/en/6.2.x/"">pytest framework</a> makes it easy to write small tests   yet scales to support complex functional testing for applications and libraries.</p>"
ExUnit,assess,language-and-frameworks,TRUE,<p>Unit testing framework for Elixir.</p> 
Karate Framework,assess,language-and-frameworks,TRUE,"<p><a href=https://github.com/intuit/karate"">Karate</a> is the only open-source tool to combine API test-automation mocks  performance-testing and even UI automation into a single  unified framework. The BDD syntax popularized by Cucumber is language-neutral	 and easy for even non-programmers. Assertions and HTML reports are built-in  and you can run tests in parallel for speed.<br>There's also a cross-platform stand-alone executable for teams not comfortable with Java. You don't have to compile code. Just write tests in a simple  readable syntax - carefully designed for HTTP,  JSON,  GraphQL and XML. And you can mix API and UI test-automation within the same test script.</p> "
Playwright,adopt,language-and-frameworks,TRUE,"<p><a href=https://playwright.dev/docs/intro/"">Playwright</a> is a Node.js library to automate Chromium  Firefox and WebKit with a single API. Playwright is built to enable cross-browser web automation that is <strong>ever-green capable reliable</strong> and <strong>fast</strong>.</p> "
Citrus,trial,language-and-frameworks,TRUE,"<p><a href=https://citrusframework.org"">Citrus</a> is a test framework written in Java that is able to create fully automated end-to-end use case tests for enterprise SOA applications. Citrus simulates surrounding interface partners supporting a huge set of different transports and protocols like Http, JMS, TCP/IP, FTP, SOAP, XML and JSON.</p> "
Screenplay Pattern,adopt,techniques,TRUE,"<p>The <a href=https://serenity-js.org/handbook/thinking-in-serenity-js/screenplay-pattern.html"">Screenplay Pattern</a> is a user-centred approach to writing high-quality automated acceptance tests. It steers you towards an effective use of layers of abstraction  helps your tests capture the business vernacular  and encourages good testing and software engineering habits.<br>Instead of focusing on low-level interface-centric interactions you describe your test scenarios in a similar way you'd describe them to a human being - an actor in Screenplay-speak. You write simple	 readable and highly-reusable code that instructs the actors what activities to perform and what things to check. The domain-specific test language you create is used to express screenplays - the activities for the actors to perform in a given test scenario.</p>																				 "
Appium,adopt,language-and-frameworks,TRUE,"<p><a href=https://appium.io"">Appium</a> is an open source test automation framework for use with native  hybrid and mobile web apps. It drives iOS Android  and Windows apps using the WebDriver protocol.</p>"
Attack Surface Manager,assess,platforms,TRUE,<p><a href='https://fluidattacks.com/categories/asm/'>Fluid Attacks' ASM</a> can help your company understand its exposure and reduce the corresponding attack surface.</p> 
7wayops,trial,platforms,TRUE,<p>Vulnerability management tool owned by 7 Way Security</p>
Shift Left Security,adopt,techniques,TRUE,<p>Shift left refers to moving security sooner in the development process.</p> 
DevSecOps,adopt,techniques,TRUE,"<p>DevSecOps automates the integration of security at every phase of the software development lifecycle, from initial design through integration, testing, deployment, and software delivery.</p> "
DevSecOps Engine,assess,tools,TRUE,"<p>DevSecOps Engine is a product orchestrated through pipelines with the ability to execute security checks automatically, simulating different hacking scenarios to guarantee the correct adoption of good security practices and compliance with security standards or requirements in APIs.</p>"
OWASP,adopt,tools,TRUE,<p>The <a href='https://owasp.org/www-project-top-ten/'>OWASP </a> Top 10 is a standard awareness document for developers and web application security. It represents a broad consensus about the most critical security risks to web applications.</p> 
Hygieia,adopt,tools,TRUE,"<p>Hygieia from CapitalOne combines a number of DevOps tools available which improves our product delivery including Jenkins, Gitlab, TeamCity, SonarQube, Jira etc. Hygieia dashboards assist in achieving process transparency and therefore help establish feedback loops that are the underlying concept of lean and DevOps. They contain interactive elements which enable drill-down and linking to the connected tools.</p> "
